Bal,Low Vre,Solar,Wind
19.02,26.4838984,20.13934247,19.27414155
19.78,25.9238984,24.30934247,20.04414155
21.01,25.6538984,24.86934247,21.09414155
20.96,27.4138984,25.79934247,21.67414155
22.03,29.3838984,34.18934247,21.84414155
20.69,28.2838984,25.15934247,20.27414155
18.09,22.0838984,20.91934247,17.85414155
16.15,19.2338984,24.79934247,16.15414155
15,17.5838984,17.42934247,14.45414155
7.71,16.6838984,7.079342466,7.024141553
14.46,16.5138984,13.81934247,13.77414155
14.49,16.4238984,13.61934247,13.62414155
15.49,16.5138984,14.61934247,14.96414155
16.26,17.5138984,18.98934247,15.90414155
16.76,19.7638984,16.33934247,16.34414155
16.78,22.5938984,16.39934247,16.36414155
17.2,24.6838984,16.83934247,16.85414155
19.77,27.1938984,19.38934247,19.16414155
21.05,27.1038984,21.12934247,21.38414155
20.2,24.5238984,19.83934247,20.08414155
17.7,23.3138984,17.50934247,19.11414155
14.07,21.3338984,13.65934247,13.69414155
2.03,20.1738984,1.299342466,12.84414155
2.03,19.8638984,1.299342466,13.75414155
5.62,19.5238984,14.14934247,15.26414155
16.93,20.1738984,17.02934247,16.81414155
17.63,20.8038984,30.33934247,16.78414155
32.3,21.5938984,33.60934247,31.21414155
27.14,24.5438984,32.70934247,26.05414155
34.14,22.9438984,35.63934247,32.10414155
32.29,20.4238984,33.71934247,29.14414155
26.6,18.2838984,30.23934247,26.15414155
27.54,17.5638984,30.97934247,22.55414155
18.06,17.6738984,25.07934247,15.60414155
14.85,16.7838984,18.43934247,15.17414155
15.26,17.0038984,18.40934247,15.33414155
16.32,17.1538984,24.83934247,15.43414155
16.33,17.6838984,27.23934247,15.53414155
15.24,18.3638984,15.42934247,15.37414155
4.04,19.3838984,3.659342466,13.54414155
1.61,20.7638984,0.919342466,13.46414155
1.66,21.6638984,0.559342466,13.66414155
1.66,22.6838984,0.919342466,13.62414155
2.03,21.8638984,0.919342466,13.64414155
2.03,21.6738984,3.039342466,13.59414155
1.6,21.3438984,0.599342466,13.14414155
1.66,20.8438984,0.559342466,12.96414155
5.88,20.7638984,1.299342466,13.75414155
15.44,20.8438984,14.09934247,15.62414155
19.35,21.2238984,28.60934247,18.91414155
30.91,21.6738984,31.34934247,19.69414155
31.97,22.6838984,34.38934247,20.73414155
35.61,25.6238984,36.08934247,32.79414155
32.86,23.4238984,34.79934247,29.81414155
28.03,21.0338984,31.34934247,16.73414155
16.9,18.3638984,27.49934247,15.95414155
7.44,14.7938984,11.76934247,7.024141553
7.44,14.2838984,13.44934247,7.024141553
7.98,13.9738984,13.68934247,7.024141553
7.98,13.9738984,10.03934247,7.024141553
7.98,14.3638984,16.97934247,10.15414155
15.86,16.9738984,22.07934247,13.87414155
27.31,23.1138984,27.44934247,15.31414155
16.03,25.7238984,11.88934247,16.33414155
12.9,26.8538984,2.209342466,23.50414155
12.89,26.7038984,2.209342466,24.73414155
14.01,25.9638984,2.209342466,25.16414155
13.59,26.0638984,2.189342466,20.48414155
14.06,25.3938984,2.209342466,21.01414155
13.72,24.5738984,11.55934247,15.37414155
13.96,24.0538984,7.689342466,15.47414155
16.46,23.8638984,12.45934247,16.56414155
16.14,23.4738984,13.39934247,16.48414155
22.25,23.4638984,22.24934247,27.77414155
30.68,23.1538984,34.30934247,30.22414155
30.93,23.8338984,35.00934247,30.22414155
32.38,26.3538984,35.76934247,31.61414155
30.04,23.8938984,31.79934247,27.32414155
16.44,17.0438984,25.00934247,15.87414155
11.16,14.6338984,22.06934247,12.76414155
6.09,13.2938984,12.39934247,6.704141553
3.85,12.5238984,7.899342466,5.464141553
3.53,12.4138984,7.079342466,3.114141553
3.53,12.5138984,5.729342466,3.114141553
3.53,12.6338984,4.939342466,5.294141553
6.33,15.1738984,5.969342466,7.724141553
14.67,20.9538984,13.97934247,8.314141553
7.24,22.9838984,6.869342466,8.274141553
6.87,23.4538984,2.209342466,12.06414155
4.6,22.7838984,2.209342466,7.414141553
7.42,25.2438984,2.479342466,8.274141553
14.5,25.3938984,6.559342466,12.98414155
17.49,26.0438984,9.949342466,13.91414155
19.73,25.6838984,19.67934247,19.04414155
20.39,24.9338984,20.07934247,21.07414155
23.5,25.0638984,24.04934247,24.87414155
28.33,24.5938984,26.73934247,25.53414155
28.8,24.7338984,31.14934247,26.81414155
29.27,23.1438984,30.11934247,27.36414155
30.09,25.9638984,30.76934247,27.47414155
30.55,26.9938984,32.77934247,28.31414155
24.49,23.6338984,28.51934247,23.11414155
22.24,16.8638984,25.01934247,19.15414155
10.05,15.1138984,18.13934247,7.564141553
3.89,13.2938984,9.999342466,3.474141553
4.44,13.1538984,10.11934247,3.474141553
4.44,12.8538984,10.11934247,3.474141553
5.03,13.1938984,10.65934247,5.204141553
7.14,13.4238984,16.65934247,5.754141553
8.95,15.1138984,22.89934247,7.784141553
21.07,19.8138984,24.07934247,19.17414155
16.08,22.4238984,14.64934247,14.25414155
8.69,24.4338984,8.329342466,10.65414155
14.01,26.5738984,13.51934247,14.68414155
14.45,27.9138984,13.83934247,15.12414155
15.99,27.7838984,14.68934247,16.54414155
15.42,26.5638984,14.49934247,14.71414155
16.3,26.3338984,15.56934247,15.61414155
17.61,26.6738984,16.41934247,27.34414155
30.48,26.8438984,18.67934247,32.85414155
35.07,27.9538984,19.79934247,34.43414155
36.57,27.0738984,36.35934247,36.14414155
38.87,27.5338984,39.34934247,38.27414155
38.23,27.8238984,39.38934247,38.13414155
37.59,28.8538984,37.90934247,37.17414155
36.56,25.8838984,38.13934247,37.14414155
33.73,17.8038984,33.18934247,30.78414155
15.9,15.8038984,27.20934247,13.07414155
6.34,13.9338984,9.749342466,9.144141553
6.3,13.0138984,8.069342466,7.044141553
7.59,13.1538984,9.129342466,7.314141553
8.26,11.9638984,11.34934247,7.324141553
10.11,13.3838984,11.43934247,11.01414155
24.32,14.2438984,23.71934247,24.81414155
13.26,19.1638984,11.45934247,26.63414155
3.03,21.7538984,2.469342466,25.75414155
2.89,22.9138984,1.019342466,24.60414155
1.44,24.4338984,0.829342466,23.26414155
2.46,27.4938984,0.829342466,13.23414155
1.26,26.6038984,0.829342466,11.40414155
1.26,26.6838984,0.829342466,11.40414155
1.26,27.6638984,0.829342466,11.40414155
2.46,26.6338984,0.829342466,9.494141553
3.1,26.3138984,0.959342466,25.83414155
4.52,26.6238984,2.959342466,27.64414155
32.22,27.8238984,27.52934247,32.52414155
38.13,26.2938984,37.70934247,37.32414155
38.92,27.5438984,38.73934247,37.81414155
39.58,29.2738984,39.13934247,39.11414155
36.76,25.7638984,35.85934247,35.36414155
30.42,16.7838984,31.43934247,29.07414155
9.6,14.8938984,20.91934247,6.274141553
4.55,13.2038984,10.65934247,4.884141553
2.03,11.2738984,9.129342466,1.614141553
4.07,12.4138984,10.65934247,4.114141553
4.19,11.3238984,10.65934247,4.134141553
4.26,12.2338984,11.43934247,3.834141553
21.38,13.9738984,25.09934247,21.26414155
24.35,18.3838984,24.13934247,24.11414155
4.43,20.7038984,2.739342466,23.97414155
3.15,20.9138984,0.829342466,22.50414155
3.1,22.8238984,0.829342466,22.14414155
2.46,24.2038984,0.829342466,23.51414155
2.46,25.3438984,0.829342466,25.79414155
2.46,26.0238984,0.829342466,20.33414155
2.46,25.4738984,0.829342466,14.81414155
2.46,25.3338984,0.829342466,16.59414155
3.19,24.8138984,0.959342466,19.73414155
7.78,24.8038984,2.829342466,28.48414155
23.27,22.2838984,11.83934247,28.96414155
29.72,22.1738984,30.39934247,30.46414155
31.38,23.5338984,31.91934247,30.86414155
31.99,24.8238984,35.00934247,31.29414155
28.87,20.6838984,30.80934247,28.02414155
19.64,16.7438984,26.82934247,9.644141553
10.05,15.2538984,23.35934247,9.564141553
8.68,13.9338984,10.65934247,9.164141553
8.68,12.5238984,10.65934247,8.264141553
8.78,11.4538984,10.65934247,8.424141553
8.68,10.9538984,13.51934247,7.324141553
8.68,10.7038984,10.65934247,4.614141553
10.47,12.5838984,17.03934247,7.564141553
12.28,13.6638984,6.429342466,12.60414155
2.03,14.1938984,1.609342466,10.94414155
2.03,16.1638984,0.559342466,11.61414155
2.01,17.8938984,0.559342466,12.87414155
2.01,18.7938984,0.559342466,19.74414155
1.97,17.9838984,0.559342466,17.54414155
1.55,17.3338984,0.559342466,10.96414155
1.55,17.1238984,0.559342466,8.774141553
1.55,16.9938984,0.559342466,6.394141553
2.01,16.9738984,0.559342466,11.83414155
4.53,16.9938984,1.239342466,18.05414155
15.53,17.0638984,5.819342466,22.84414155
26.71,17.0438984,26.28934247,25.98414155
26.83,18.5038984,26.81934247,26.43414155
28.22,17.7538984,27.89934247,26.76414155
23.72,17.1438984,27.44934247,14.41414155
14.29,15.7038984,19.67934247,13.74414155
7.44,14.7138984,14.52934247,7.024141553
5.88,13.4538984,7.029342466,5.294141553
5.88,12.5238984,7.029342466,5.294141553
7.39,11.9338984,7.079342466,5.294141553
5.71,11.2738984,7.029342466,2.614141553
5.71,12.6138984,7.029342466,5.294141553
5.71,13.1538984,7.029342466,1.614141553
5.3,13.2938984,5.259342466,3.474141553
1.55,14.3238984,1.189342466,4.114141553
0.99,15.0838984,0.559342466,1.614141553
0.92,16.2138984,0.559342466,1.244141553
0.99,16.3738984,0.559342466,1.244141553
0.98,16.3738984,0.559342466,3.754141553
0.99,16.1638984,0.559342466,3.434141553
0.99,16.1538984,0.559342466,4.844141553
1.66,15.9338984,1.299342466,5.204141553
5.62,15.6838984,4.939342466,5.724141553
7.44,15.5638984,12.08934247,7.024141553
15.16,15.7038984,13.43934247,13.35414155
13.8,16.6338984,12.22934247,11.93414155
15.66,17.2338984,12.81934247,12.67414155
16.59,17.4338984,15.38934247,15.80414155
15.89,16.9238984,15.44934247,15.42414155
12.58,15.4338984,14.59934247,7.024141553
5.71,14.5638984,7.029342466,5.294141553
3.12,13.6338984,5.349342466,1.614141553
2.03,13.9138984,4.579342466,1.614141553
2.03,13.3838984,1.299342466,1.614141553
1.89,13.3338984,1.299342466,1.474141553
1.89,13.9038984,1.299342466,1.474141553
1.89,16.4838984,2.669342466,1.474141553
7.78,19.7738984,8.279342466,7.314141553
7.6,22.6538984,6.559342466,7.364141553
3.17,22.9538984,1.789342466,6.504141553
1.7,25.2338984,0.829342466,3.184141553
1.26,23.9438984,0.829342466,2.794141553
1.26,25.3138984,0.829342466,7.454141553
2.46,25.5538984,0.829342466,13.25414155
2.69,25.6038984,0.829342466,15.08414155
3.1,23.5038984,0.959342466,14.65414155
3.15,22.4338984,1.489342466,7.364141553
16.03,22.9338984,12.46934247,16.75414155
17.48,22.2638984,17.37934247,17.91414155
27.76,24.5138984,29.98934247,19.33414155
18.84,25.5838984,28.54934247,17.88414155
29.87,25.0838984,31.81934247,28.69414155
30.42,23.1138984,32.64934247,28.76414155
28.36,16.6038984,28.45934247,26.69414155
17.88,14.5538984,22.61934247,16.46414155
11.02,13.6638984,11.34934247,11.29414155
11.02,13.2138984,10.65934247,10.60414155
11.02,13.2238984,15.94934247,10.60414155
9.49,12.9338984,10.65934247,8.784141553
8.42,13.4138984,9.129342466,4.934141553
20.69,14.8738984,20.90934247,19.71414155
18.08,19.1338984,15.22934247,16.51414155
14.81,21.7738984,2.209342466,15.77414155
2.57,21.8938984,0.829342466,14.80414155
2.57,23.5438984,0.909342466,13.98414155
2.57,24.5438984,0.829342466,14.53414155
12.52,25.6438984,2.209342466,16.76414155
15.15,25.6538984,13.22934247,16.76414155
16.78,25.7638984,14.64934247,16.63414155
21.95,26.0638984,22.48934247,18.78414155
23.9,25.8438984,23.77934247,17.09414155
27.74,24.8538984,30.66934247,19.04414155
32.99,25.3238984,33.96934247,32.49414155
35.61,25.4938984,35.76934247,35.07414155
36.08,25.8038984,35.90934247,33.86414155
33.72,26.0638984,34.81934247,32.19414155
29.81,22.9338984,31.06934247,26.58414155
26.99,16.5938984,27.25934247,18.63414155
15.34,14.4438984,23.23934247,17.00414155
5.62,12.7238984,8.469342466,7.024141553
4.21,12.3538984,7.939342466,5.724141553
3.89,12.2138984,5.519342466,4.114141553
3.89,12.5938984,3.209342466,3.844141553
3.89,12.5938984,3.209342466,3.844141553
4.6,13.3538984,9.039342466,4.814141553
7.78,18.6638984,7.459342466,13.33414155
7.6,21.0238984,7.239342466,14.25414155
5.86,22.5238984,4.109342466,15.02414155
3.32,23.2538984,1.459342466,13.01414155
1.38,23.3938984,0.829342466,7.454141553
1.26,24.2438984,0.829342466,10.52414155
1.26,23.8838984,0.829342466,6.814141553
1.26,23.5738984,0.829342466,5.454141553
1.38,23.2538984,0.829342466,5.454141553
3.1,23.2238984,1.459342466,6.814141553
3.1,23.3038984,2.739342466,4.544141553
8.69,22.1338984,8.599342466,9.894141553
17.21,23.5138984,22.62934247,15.34414155
17.63,25.2038984,27.99934247,16.79414155
28.21,25.3738984,30.72934247,17.69414155
29.29,22.0938984,30.98934247,17.54414155
9.61,16.6138984,21.76934247,7.024141553
10.62,14.3238984,18.72934247,7.024141553
7.44,13.2138984,9.649342466,3.794141553
5.88,12.6238984,14.29934247,3.844141553
4.44,12.3638984,15.65934247,3.844141553
4.19,12.0338984,10.10934247,3.474141553
3.48,12.6038984,5.939342466,1.474141553
3.85,13.0838984,8.399342466,1.474141553
7.1,18.4138984,7.829342466,3.794141553
2.94,19.7138984,2.579342466,4.544141553
2.57,21.6738984,0.829342466,5.964141553
2.57,23.0638984,0.829342466,6.814141553
2.57,23.6538984,0.829342466,6.814141553
2.46,24.0238984,0.829342466,5.954141553
2.46,24.5338984,0.829342466,4.544141553
2.46,24.1438984,0.829342466,5.954141553
2.46,24.3438984,0.829342466,6.504141553
2.94,24.5338984,1.019342466,7.074141553
5.87,24.6038984,2.519342466,8.224141553
10.05,24.3238984,8.599342466,10.92414155
25.36,23.0738984,28.36934247,23.90414155
27.05,24.2438984,27.57934247,17.44414155
29.29,25.6638984,31.69934247,20.50414155
27.97,22.8738984,29.61934247,25.31414155
21.04,16.0638984,25.44934247,15.04414155
10.47,14.3738984,15.94934247,9.174141553
11.02,13.2238984,10.65934247,7.254141553
10.4,13.1138984,10.65934247,7.844141553
7.74,13.2338984,9.279342466,7.844141553
7.28,11.9038984,9.279342466,7.844141553
9.49,13.2938984,9.279342466,7.844141553
12.19,13.9738984,11.82934247,10.69414155
8.87,18.5538984,7.419342466,15.88414155
7.23,20.8438984,2.789342466,14.64414155
3.2,21.7338984,2.099342466,13.99414155
3.21,24.2938984,0.829342466,13.21414155
2.57,25.9438984,0.829342466,14.02414155
2.57,26.4138984,0.829342466,13.34414155
2.46,26.3738984,0.829342466,12.54414155
2.46,24.0138984,0.829342466,12.22414155
3.1,24.1238984,0.829342466,13.49414155
2.57,23.7838984,1.519342466,15.17414155
16.03,23.4838984,2.099342466,16.60414155
18.22,23.6838984,18.55934247,18.61414155
27.7,23.5638984,29.78934247,19.26414155
19.85,23.9338984,28.42934247,17.28414155
25.21,23.8238984,29.25934247,18.10414155
26.27,22.0738984,27.37934247,17.38414155
10.4,17.0238984,26.36934247,15.95414155
10.4,15.1938984,11.55934247,7.844141553
8.42,13.3838984,9.129342466,6.974141553
10.36,12.8538984,10.57934247,7.794141553
6.53,11.9038984,9.129342466,5.294141553
6.53,12.0338984,7.769342466,5.294141553
8.13,11.5138984,8.059342466,5.964141553
9.63,12.6138984,10.57934247,7.794141553
3.89,14.1038984,1.669342466,5.724141553
2.01,14.5238984,0.829342466,5.204141553
1.25,16.3938984,0.559342466,4.884141553
0.92,17.8438984,0.559342466,4.884141553
0.92,18.4638984,0.559342466,5.204141553
0.92,18.9538984,0.559342466,5.834141553
0.92,17.8138984,0.559342466,8.984141553
0.95,17.1738984,0.559342466,12.76414155
1.03,16.7638984,0.559342466,5.834141553
1.92,16.6838984,0.559342466,5.464141553
1.66,16.7238984,1.189342466,14.06414155
15.64,16.8738984,14.48934247,17.01414155
24.49,17.0638984,28.05934247,16.13414155
26.63,17.9038984,27.09934247,18.37414155
28.27,18.5338984,27.94934247,26.81414155
28.24,17.1638984,27.89934247,27.26414155
25.27,16.5338984,24.98934247,23.98414155
22.29,14.4138984,22.06934247,21.17414155
19.66,13.2938984,17.11934247,10.05414155
17.22,12.6138984,16.85934247,15.92414155
11.02,12.0638984,10.65934247,10.60414155
10.94,12.2738984,10.65934247,10.60414155
11.02,12.2038984,10.65934247,10.60414155
18.95,13.2038984,17.11934247,19.31414155
4.25,14.0338984,3.529342466,8.834141553
2.01,14.0838984,1.189342466,5.434141553
1.55,15.3038984,0.559342466,5.754141553
0.92,16.5138984,0.559342466,4.884141553
0.92,16.8438984,0.559342466,1.614141553
0.92,16.8438984,0.559342466,1.614141553
0.92,16.5738984,0.559342466,1.244141553
0.92,16.5238984,0.559342466,1.614141553
0.93,16.4838984,0.559342466,1.614141553
1.07,16.4538984,0.559342466,1.614141553
1.66,16.7638984,1.189342466,1.244141553
2.3,16.9038984,13.06934247,13.54414155
19.97,17.1938984,25.79934247,14.30414155
19.22,18.8338984,26.26934247,9.044141553
21.69,19.4338984,28.61934247,12.76414155
19.57,18.4838984,27.31934247,14.01414155
15.87,16.5738984,24.90934247,13.87414155
9.59,15.0438984,16.40934247,7.024141553
7.46,13.5738984,9.129342466,5.294141553
3.48,13.2138984,7.769342466,5.294141553
3.84,12.8838984,7.769342466,5.294141553
7.93,13.4538984,10.57934247,7.254141553
8.4,13.8538984,10.65934247,7.574141553
11.65,16.5438984,21.22934247,10.69414155
9.66,21.5338984,7.099342466,15.71414155
4.3,25.5838984,2.739342466,14.44414155
3.21,25.9438984,1.189342466,15.03414155
2.79,23.8738984,0.829342466,9.384141553
2.73,23.9938984,0.829342466,9.384141553
2.46,23.9438984,0.829342466,9.384141553
2.46,23.8138984,0.829342466,8.274141553
2.64,24.5738984,0.829342466,17.02414155
2.64,24.0938984,0.829342466,16.99414155
3.21,23.4638984,1.189342466,17.03414155
15.9,23.8538984,2.099342466,18.22414155
19.81,23.9838984,16.92934247,26.04414155
29.72,22.7738984,29.37934247,29.30414155
31.26,23.9938984,31.36934247,29.73414155
32.62,24.3538984,32.83934247,31.55414155
32.09,23.8338984,32.28934247,31.14414155
28.06,16.8138984,27.99934247,27.50414155
22.54,16.0838984,24.67934247,16.21414155
16.75,13.9038984,19.08934247,12.90414155
7.12,12.8838984,8.469342466,4.884141553
6.09,12.4138984,7.579342466,3.474141553
4.21,12.6738984,6.419342466,3.524141553
4.21,13.2038984,4.169342466,3.524141553
6.01,15.5138984,5.849342466,4.184141553
7.78,20.4438984,7.419342466,7.364141553
14.85,22.5238984,6.869342466,15.45414155
3.1,23.5338984,0.829342466,12.47414155
1.32,24.6138984,0.829342466,14.75414155
1.38,25.6238984,0.829342466,12.43414155
1.19,25.2538984,0.829342466,6.834141553
1.19,25.2538984,0.829342466,17.30414155
1.38,23.9638984,0.829342466,11.40414155
1.9,24.7938984,0.829342466,16.48414155
2.46,24.0538984,0.959342466,16.14414155
2.57,23.7838984,2.199342466,17.09414155
17.82,24.2938984,21.19934247,18.07414155
32.26,24.2638984,32.62934247,18.63414155
30.13,24.3938984,32.83934247,18.82414155
20.55,25.4738984,20.21934247,20.65414155
20.91,23.7338984,19.91934247,20.27414155
17.54,17.6238984,20.97934247,17.12414155
14.31,15.6538984,14.59934247,13.71414155
10.39,13.9938984,12.53934247,5.774141553
6.25,13.3238984,12.30934247,5.834141553
4.26,12.6238984,10.91934247,3.844141553
4.26,12.6638984,5.779342466,3.844141553
4.26,13.4138984,5.259342466,3.524141553
3.12,15.1438984,5.609342466,5.554141553
5.87,19.7038984,7.059342466,5.454141553
13.97,22.0238984,14.57934247,8.274141553
14.22,23.3838984,14.24934247,13.77414155
8.69,22.9138984,13.90934247,8.274141553
13.75,23.6538984,13.86934247,13.77414155
14.11,24.2138984,13.82934247,13.71414155
14.06,24.0738984,14.99934247,13.71414155
13.9,24.0538984,14.80934247,13.50414155
13.74,23.3538984,20.82934247,13.30414155
21.7,22.1638984,25.17934247,13.93414155
24.27,22.1038984,28.38934247,14.35414155
28.76,22.8938984,30.67934247,26.59414155
30.09,22.8238984,31.59934247,27.94414155
30.37,23.9638984,31.62934247,28.06414155
30.07,24.1038984,31.89934247,15.87414155
20.12,21.8938984,28.22934247,17.29414155
13.45,16.7938984,24.90934247,14.97414155
7.98,15.4038984,18.78934247,7.024141553
7.98,13.9338984,10.03934247,10.20414155
8.27,13.0438984,10.12934247,7.564141553
6.59,12.5238984,8.069342466,5.834141553
6.39,12.4138984,3.429342466,4.524141553
3.54,13.2938984,3.119342466,4.524141553
3.48,14.1838984,3.119342466,3.064141553
4.21,19.5338984,3.119342466,2.884141553
7.09,22.1438984,3.849342466,3.794141553
7.83,23.6538984,8.329342466,8.784141553
7.83,23.6538984,8.279342466,6.494141553
7.42,25.0738984,7.059342466,6.834141553
7.87,25.1238984,5.509342466,8.604141553
7.87,24.0138984,6.879342466,8.604141553
6.78,23.3938984,6.879342466,12.60414155
12.44,22.9838984,6.419342466,9.094141553
13.29,22.8238984,5.119342466,14.75414155
9.55,22.8238984,5.509342466,14.94414155
16.21,22.8238984,14.95934247,15.79414155
22.67,22.5238984,25.56934247,18.36414155
16.87,22.9338984,26.22934247,15.06414155
17.56,23.8338984,29.46934247,17.53414155
24.72,22.9738984,27.87934247,18.69414155
10.05,16.7638984,23.40934247,9.454141553
10.05,14.8938984,19.60934247,9.634141553
10.05,13.9338984,20.90934247,14.40414155
5.1,13.2138984,16.65934247,7.564141553
4.73,12.4638984,15.94934247,6.094141553
5.11,12.6138984,8.839342466,4.654141553
5.47,13.4738984,9.129342466,5.504141553
9.48,15.8338984,20.90934247,19.11414155
24.97,22.0438984,23.32934247,25.58414155
25.71,23.6538984,19.71934247,25.97414155
17.67,23.0838984,15.88934247,24.19414155
16.83,24.3438984,15.77934247,23.58414155
15.57,22.1238984,15.07934247,16.60414155
15.87,23.9338984,14.48934247,17.16414155
15.98,23.7738984,13.39934247,15.61414155
15.31,23.1838984,14.69934247,15.31414155
14.42,23.0738984,12.48934247,13.91414155
16.06,22.7538984,13.96934247,15.66414155
15.9,22.0038984,15.52934247,17.15414155
19.25,21.5338984,27.21934247,18.72414155
21.48,21.0238984,29.38934247,19.24414155
19.69,20.8338984,27.16934247,17.63414155
20.46,22.5238984,30.76934247,18.46414155
18.64,21.6938984,30.34934247,18.46414155
13.59,16.7138984,19.76934247,15.62414155
10.62,15.2738984,10.95934247,7.024141553
7.44,14.3738984,12.81934247,7.024141553
7.44,13.7038984,7.899342466,5.724141553
7.44,13.0438984,10.25934247,5.204141553
7.44,13.1038984,7.079342466,5.674141553
7.44,13.2138984,7.899342466,5.724141553
7.44,13.2938984,7.899342466,5.724141553
5.62,14.3438984,5.259342466,3.754141553
2.03,15.3538984,1.289342466,3.754141553
1.65,16.5038984,1.189342466,3.474141553
1.64,17.0738984,0.559342466,1.244141553
1.65,17.1838984,0.559342466,3.754141553
1.65,17.1038984,0.559342466,3.754141553
1.66,16.9238984,0.609342466,1.244141553
1.66,16.9838984,1.299342466,3.114141553
1.66,16.8938984,1.299342466,3.114141553
3.89,16.9338984,4.939342466,4.524141553
6.14,17.0638984,7.079342466,6.704141553
7.44,17.0638984,11.46934247,7.024141553
10.62,17.0438984,14.92934247,7.024141553
14.44,18.1038984,20.24934247,13.13414155
16.81,19.0138984,24.18934247,15.33414155
16.87,17.1838984,25.73934247,15.91414155
14.37,15.8438984,24.90934247,13.40414155
7.98,14.1938984,14.47934247,5.724141553
6.43,13.9738984,10.03934247,5.154141553
7.46,13.9038984,10.57934247,2.704141553
5.71,13.3338984,8.399342466,1.614141553
7.39,13.2338984,7.899342466,1.614141553
7.44,12.6638984,13.64934247,1.924141553
9.46,13.7638984,14.56934247,1.984141553
1.99,13.9938984,1.619342466,2.054141553
1.02,14.3738984,0.559342466,1.574141553
0.92,15.5538984,0.559342466,0.644141553
0.92,16.5738984,0.559342466,0.934141553
0.92,16.8638984,0.559342466,0.634141553
0.92,16.9538984,0.559342466,0.614141553
0.92,17.0738984,0.559342466,0.574141553
0.92,16.8938984,0.559342466,0.654141553
0.92,16.7938984,0.559342466,0.654141553
0.99,16.8238984,0.559342466,1.504141553
1.35,16.9238984,0.919342466,1.614141553
3.12,16.8538984,3.529342466,2.704141553
7.39,17.1638984,13.41934247,3.474141553
7.44,17.4338984,7.079342466,3.474141553
14.56,17.4338984,15.38934247,14.14414155
14.05,17.5038984,15.02934247,14.14414155
15.39,16.2038984,10.95934247,16.55414155
11.55,15.2538984,7.899342466,14.79414155
8.26,14.2038984,9.999342466,7.024141553
8.26,13.2138984,9.999342466,7.844141553
8.83,12.6338984,9.999342466,7.844141553
7.54,12.6338984,9.129342466,7.844141553
11.02,13.4738984,10.65934247,12.34414155
20.34,15.1738984,9.259342466,16.33414155
16.68,20.9738984,4.009342466,19.07414155
2.61,24.4338984,2.789342466,28.44414155
2.56,24.5038984,0.829342466,27.31414155
2.46,24.8338984,0.829342466,28.14414155
2.46,24.6738984,0.829342466,25.40414155
2.46,24.5038984,0.829342466,11.40414155
1.19,23.6238984,0.829342466,7.364141553
2.51,22.2538984,0.829342466,7.204141553
2.56,23.7138984,1.279342466,8.274141553
2.84,21.8538984,2.809342466,8.294141553
11.82,22.3538984,2.199342466,27.69414155
31.37,24.5038984,27.43934247,31.40414155
36.38,24.4838984,35.50934247,35.93414155
36.83,25.2638984,36.45934247,36.20414155
35.89,24.1238984,35.54934247,35.60414155
35.67,24.2038984,35.45934247,35.13414155
26.74,17.1438984,27.21934247,23.52414155
23.65,15.5138984,23.90934247,21.43414155
21.68,13.9738984,22.77934247,15.29414155
8.42,13.2338984,20.96934247,5.094141553
4.58,12.9238984,10.65934247,4.134141553
5.03,13.2138984,10.65934247,4.134141553
8.14,13.2438984,10.57934247,8.014141553
8.67,14.5538984,9.389342466,9.604141553
11.49,20.7238984,2.899342466,23.46414155
4.5,24.2138984,1.499342466,28.14414155
3.1,24.6538984,0.829342466,26.57414155
2.64,25.6038984,0.829342466,25.52414155
1.26,25.7938984,0.829342466,25.11414155
1.2,24.0638984,0.829342466,11.40414155
1.19,24.4538984,0.829342466,20.68414155
1.26,25.8338984,0.829342466,20.42414155
2.46,25.8338984,0.829342466,16.03414155
3.1,25.4738984,0.959342466,16.47414155
2.57,24.3038984,2.099342466,18.69414155
18.73,24.2538984,15.52934247,29.19414155
30.96,24.1538984,31.15934247,31.20414155
32.67,24.2338984,32.09934247,31.34414155
33.49,24.2038984,32.11934247,31.31414155
33.41,24.2038984,32.75934247,31.68414155
28.02,17.2038984,27.74934247,27.12414155
23.69,15.6438984,23.21934247,21.17414155
21.13,14.0338984,20.80934247,19.70414155
11.02,13.5738984,10.65934247,9.984141553
10.48,13.2138984,10.11934247,6.854141553
8.13,13.0438984,7.769342466,4.294141553
3.71,13.5038984,3.349342466,6.114141553
1.89,14.3538984,1.529342466,2.614141553
2.94,19.2538984,2.519342466,2.524141553
2.94,22.2638984,1.379342466,2.524141553
2.83,23.7238984,0.829342466,4.544141553
1.66,24.5738984,0.829342466,4.864141553
1.19,25.5038984,0.829342466,9.814141553
1.19,25.8238984,0.829342466,11.07414155
1.26,24.8438984,0.829342466,4.864141553
1.96,23.2438984,0.829342466,4.544141553
1.39,24.1838984,0.829342466,7.184141553
3.2,24.1238984,0.959342466,7.364141553
4.51,23.3138984,2.819342466,16.36414155
17.34,24.6738984,12.79934247,17.70414155
28.17,25.0838984,27.82934247,20.75414155
31.26,25.1738984,31.36934247,27.07414155
28.5,25.1738984,33.46934247,21.59414155
32.73,23.0638984,35.35934247,29.00414155
27.9,17.2138984,29.54934247,20.18414155
10.4,15.6138984,10.65934247,12.92414155
2.03,9.233898402,1.669342466,1.614141553
2.03,7.833898402,1.669342466,1.614141553
1.89,6.563898402,1.529342466,1.474141553
