Low,Bal,Wind,Solar
42.56389384,37.16,24.93861301,42.416879
39.21389384,8.14,16.51861301,7.666878995
37.87389384,8.4,26.74861301,3.816878995
37.38389384,15.87,32.30861301,1.216878995
36.40389384,28.98,32.27861301,4.146878995
36.30389384,29.87,31.44861301,29.866879
36.97389384,30.99,32.31861301,31.896879
39.25389384,37.38,40.36861301,38.086879
43.22389384,46.19,50.58861301,50.196879
50.02389384,52.77,54.24861301,53.776879
51.88389384,54.81,56.80861301,55.646879
53.20389384,50.75,53.73861301,53.266879
52.52389384,49.98,53.08861301,53.136879
48.91389384,50.15,54.02861301,53.136879
42.51389384,48.83,51.49861301,50.936879
38.70389384,45.12,49.03861301,47.726879
38.50389384,44.21,48.11861301,45.786879
39.25389384,40.06,39.33861301,43.626879
39.70389384,38,39.29861301,42.456879
39.00389384,38,38.47861301,42.086879
39.00389384,38,39.29861301,43.986879
39.47389384,41.46,39.33861301,50.746879
40.53389384,45.16,40.92861301,51.736879
42.27389384,38.14,32.41861301,47.526879
40.53389384,31.02,25.01861301,32.016879
41.27389384,8.69,26.72861301,22.266879
40.53389384,4.46,23.60861301,4.166878995
39.97389384,2.45,23.56861301,1.216878995
39.31389384,1.28,23.53861301,1.196878995
38.50389384,1.05,23.02861301,1.196878995
38.15389384,3.9,23.02861301,6.016878995
38.66389384,31.02,24.61861301,32.036879
40.53389384,40.06,34.08861301,50.196879
50.00389384,52.28,48.07861301,55.736879
50.20389384,53.35,50.29861301,58.986879
53.24389384,55.09,50.71861301,59.356879
52.41389384,54.36,51.00861301,58.416879
48.72389384,52.23,49.18861301,54.736879
46.46389384,50.15,48.07861301,53.266879
39.71389384,47.47,45.42861301,50.886879
38.62389384,47.47,48.10861301,48.736879
39.32389384,47.38,53.52861301,48.666879
39.46389384,50.82,54.02861301,53.876879
39.09389384,50.26,54.24861301,53.266879
38.71389384,51.79,53.72861301,53.266879
43.78389384,52.78,54.11861301,54.246879
43.12389384,52.97,54.04861301,54.256879
39.74389384,50.82,47.06861301,46.246879
37.10389384,31.11,32.65861301,1.216878995
33.46389384,15.76,32.27861301,1.186878995
32.41389384,15.76,31.06861301,1.186878995
32.06389384,28.96,30.99861301,1.186878995
32.34389384,28.98,30.91861301,1.186878995
32.41389384,29.05,30.95861301,1.216878995
33.46389384,30.05,32.27861301,15.646879
37.84389384,37.18,38.33861301,31.886879
43.12389384,43.08,46.74861301,50.466879
49.04389384,54.26,54.64861301,58.516879
51.18389384,59.57,58.99861301,61.956879
52.61389384,57.16,59.74861301,62.316879
51.87389384,59.56,61.66861301,62.286879
48.72389384,56.77,59.29861301,58.896879
42.80389384,52,53.52861301,51.736879
37.16389384,46.82,50.10861301,47.996879
35.16389384,44.88,48.61861301,47.466879
36.89389384,42.84,44.37861301,47.146879
34.77389384,38.59,39.29861301,41.126879
34.77389384,37.18,32.27861301,38.906879
36.89389384,37.76,32.27861301,41.066879
39.36389384,38,38.80861301,43.926879
48.06389384,40.54,39.29861301,47.486879
48.72389384,38.03,42.88861301,41.126879
42.56389384,38,39.29861301,31.886879
42.28389384,30.98,39.29861301,9.016878995
42.56389384,28.2,28.96861301,4.246878995
43.13389384,27.66,29.85861301,4.246878995
42.88389384,27.51,29.86861301,4.056878995
40.95389384,27.52,24.59861301,2.256878995
40.53389384,27.32,24.58861301,1.976878995
43.13389384,27.79,28.83861301,29.106879
49.45389384,38.17,35.24861301,44.326879
51.00389384,44.88,45.77861301,52.686879
52.43389384,43.23,42.93861301,47.356879
52.66389384,43.62,42.93861301,47.726879
50.46389384,43.53,41.47861301,47.736879
48.57389384,42.14,35.97861301,46.676879
40.89389384,40.18,33.87861301,44.136879
36.09389384,37.79,24.53861301,41.086879
35.82389384,37.79,24.53861301,38.906879
37.80389384,37.82,24.56861301,42.366879
37.84389384,37.88,24.55861301,40.596879
38.09389384,40.09,28.69861301,42.516879
37.84389384,43.98,38.47861301,47.226879
39.66389384,46.19,41.97861301,50.506879
44.71389384,54.45,47.69861301,57.026879
50.20389384,52.81,49.39861301,57.326879
46.91389384,47.41,41.52861301,49.376879
43.98389384,40.91,44.38861301,42.396879
46.05389384,39.21,39.03861301,32.066879
44.42389384,37.62,35.83861301,21.696879
42.27389384,31.47,30.71861301,5.596878995
41.82389384,20.35,26.94861301,16.946879
40.89389384,26.34,31.38861301,24.346879
43.43389384,39.9,36.84861301,47.046879
49.10389384,48.54,43.48861301,53.876879
50.45389384,52.68,44.95861301,55.686879
52.66389384,54.3,49.11861301,56.506879
54.16389384,53.88,53.00861301,56.036879
51.21389384,53.52,54.09861301,54.066879
45.45389384,51.99,46.87861301,52.556879
39.35389384,43.3,30.69861301,48.566879
36.22389384,35.55,14.67861301,46.226879
37.38389384,31.11,7.498613014,42.366879
37.31389384,31.09,5.168613014,46.246879
36.79389384,31.12,8.398613014,45.386879
36.60389384,31.11,7.658613014,41.926879
36.81389384,24.16,6.408613014,41.856879
38.90389384,38.3,18.78861301,49.636879
44.62389384,48.53,35.92861301,55.356879
48.72389384,45.44,28.84861301,55.066879
43.77389384,37.64,18.69861301,46.746879
41.53389384,29.99,18.09861301,5.156878995
41.94389384,17.21,17.94861301,2.956878995
40.83389384,4.69,25.53861301,1.246878995
39.25389384,2.58,16.72861301,1.196878995
40.53389384,6.43,27.63861301,2.516878995
40.88389384,31.38,35.35861301,5.166878995
47.91389384,39.86,35.63861301,44.766879
48.99389384,47.44,43.42861301,51.766879
51.21389384,53.34,49.98861301,56.416879
52.43389384,55.09,52.16861301,58.966879
52.43389384,54.91,52.32861301,56.466879
52.43389384,53.14,48.11861301,58.856879
49.46389384,50.95,44.19861301,53.826879
39.59389384,42.77,35.54861301,49.316879
37.05389384,38.03,30.63861301,42.416879
36.85389384,33.74,28.22861301,39.496879
38.00389384,30.98,18.33861301,40.966879
37.84389384,30.98,22.37861301,39.576879
37.84389384,37.04,30.14861301,41.856879
37.97389384,38,32.27861301,43.986879
38.62389384,38,38.47861301,47.226879
44.62389384,40.95,39.29861301,51.206879
50.20389384,42.09,43.35861301,46.436879
40.53389384,28.97,29.13861301,38.476879
36.89389384,23.7,24.58861301,24.736879
37.24389384,22.32,23.58861301,2.806878995
36.22389384,22.33,23.67861301,1.216878995
33.46389384,21.78,23.58861301,1.196878995
35.42389384,21.78,23.67861301,1.196878995
36.22389384,21.86,24.53861301,1.216878995
39.74389384,27.56,28.50861301,31.886879
47.22389384,37.79,29.85861301,39.166879
49.63389384,48.39,42.88861301,53.526879
51.88389384,46.43,46.08861301,49.816879
52.44389384,46.36,47.07861301,49.716879
51.51389384,46.82,44.63861301,50.366879
49.98389384,44.09,40.53861301,49.266879
39.79389384,41.56,34.87861301,48.376879
37.84389384,38.24,33.87861301,47.146879
34.77389384,37.79,28.22861301,41.406879
37.97389384,37.79,28.80861301,41.406879
37.84389384,38,32.27861301,41.856879
37.87389384,38,32.27861301,41.856879
37.78389384,38,32.27861301,41.856879
37.87389384,38,32.27861301,43.536879
39.51389384,38,32.27861301,48.286879
40.20389384,30.98,32.27861301,38.906879
39.04389384,30.98,27.08861301,31.886879
38.08389384,23.7,23.79861301,31.886879
38.70389384,22.29,23.52861301,5.086878995
38.45389384,21.84,23.52861301,3.406878995
38.06389384,21.78,23.57861301,1.336878995
38.62389384,23.29,24.53861301,18.176879
39.61389384,23.29,24.53861301,29.986879
43.22389384,29.74,29.01861301,38.436879
49.58389384,42.87,43.95861301,50.646879
51.26389384,52.34,53.63861301,54.136879
51.26389384,53.35,54.07861301,55.756879
53.29389384,54.01,54.78861301,55.766879
50.20389384,55.08,54.52861301,55.756879
46.55389384,53.23,53.52861301,53.246879
39.36389384,53,51.93861301,51.166879
37.76389384,47.66,46.66861301,49.736879
37.97389384,43.62,39.43861301,47.256879
38.15389384,42.31,40.68861301,47.496879
38.62389384,42.31,40.68861301,47.926879
38.70389384,40.22,38.47861301,45.116879
38.50389384,38.03,32.27861301,42.976879
38.70389384,38,28.95861301,42.976879
39.25389384,38,32.27861301,52.936879
40.43389384,37.18,32.27861301,31.886879
40.17389384,30.98,32.27861301,18.686879
38.92389384,6.94,19.07861301,1.216878995
38.64389384,7.24,22.37861301,1.196878995
37.97389384,1.59,32.27861301,1.186878995
37.84389384,1.59,32.27861301,1.186878995
38.45389384,17.78,32.27861301,1.206878995
38.71389384,30.98,32.27861301,18.686879
39.82389384,37.04,39.29861301,31.886879
42.09389384,45.82,47.76861301,48.506879
48.23389384,52.23,49.49861301,53.756879
49.83389384,52.95,53.52861301,54.136879
50.41389384,52.23,50.60861301,51.016879
48.23389384,51.81,49.12861301,52.686879
42.04389384,47.38,47.78861301,49.656879
37.98389384,41.86,44.91861301,47.356879
35.82389384,38,39.29861301,45.116879
35.80389384,38,39.29861301,44.526879
36.48389384,38,39.29861301,44.436879
38.50389384,38,39.29861301,46.616879
37.87389384,38,38.47861301,46.226879
37.84389384,37.18,30.41861301,44.716879
39.31389384,38,30.32861301,49.756879
40.28389384,37.79,29.50861301,46.676879
37.87389384,29.07,24.56861301,30.746879
32.34389384,0.27,2.078613014,1.186878995
29.48389384,0.27,1.528613014,1.186878995
36.40389384,0.27,3.738613014,1.186878995
37.22389384,0.27,3.738613014,1.186878995
37.80389384,0.27,11.80861301,1.186878995
35.48389384,0.27,5.138613014,1.186878995
36.89389384,0.28,16.26861301,1.186878995
39.13389384,26.77,24.56861301,14.046879
40.24389384,30.98,29.36861301,31.886879
49.68389384,38,34.01861301,53.136879
50.20389384,43.53,39.08861301,53.686879
51.44389384,49.98,39.10861301,53.686879
51.90389384,45.53,35.77861301,53.756879
48.23389384,40.03,34.42861301,51.056879
39.12389384,37.79,34.06861301,48.666879
36.31389384,37.79,28.61861301,48.376879
33.36389384,30.98,28.15861301,41.026879
33.83389384,30.98,32.27861301,38.906879
33.57389384,30.98,32.27861301,38.906879
33.33389384,30.98,32.27861301,38.906879
33.46389384,30.98,32.27861301,38.906879
35.27389384,37.18,32.27861301,38.946879
41.31389384,39.63,32.40861301,51.246879
39.62389384,37.17,23.54861301,45.566879
34.74389384,3,3.638613014,1.386878995
34.51389384,1.03,4.598613014,1.186878995
34.07389384,0.3,9.258613014,1.186878995
42.57389384,14.08,13.55861301,2.126878995
41.84389384,11.88,10.91861301,3.246878995
42.56389384,13.99,17.17861301,9.216878995
42.14389384,12.42,13.24861301,31.886879
42.98389384,30.98,11.31861301,31.926879
43.64389384,30.98,28.92861301,38.906879
43.95389384,30.98,9.388613014,40.536879
44.14389384,30.98,30.14861301,40.536879
46.85389384,36.65,30.32861301,42.416879
48.72389384,30.98,19.07861301,41.926879
41.46389384,30.98,6.348613014,38.906879
36.89389384,17.78,3.038613014,38.066879
33.83389384,19.88,5.228613014,38.066879
33.25389384,17.79,3.908613014,31.886879
32.76389384,17.79,4.818613014,31.886879
32.43389384,30.98,6.528613014,37.556879
33.33389384,30.98,6.408613014,38.086879
33.46389384,30.98,7.758613014,38.086879
38.00389384,30.98,18.41861301,41.926879
38.70389384,17.09,1.588613014,38.286879
37.80389384,3.3,1.578613014,28.656879
36.52389384,0.31,1.578613014,1.246878995
36.52389384,0.28,1.548613014,1.186878995
40.94389384,0.29,1.578613014,1.186878995
40.89389384,0.27,1.528613014,1.186878995
41.53389384,0.28,1.548613014,1.186878995
40.53389384,0.27,1.528613014,1.186878995
42.04389384,0.29,1.528613014,1.196878995
43.94389384,5.07,3.528613014,12.746879
47.56389384,43.48,10.02861301,51.216879
49.79389384,49.12,33.48861301,54.146879
50.20389384,50.49,38.75861301,54.536879
52.03389384,51.72,44.87861301,53.136879
52.35389384,52.19,44.82861301,53.896879
47.11389384,47.25,22.32861301,52.686879
37.84389384,42.54,33.46861301,47.266879
35.19389384,37.17,19.12861301,40.966879
36.89389384,36.73,18.39861301,41.036879
37.80389384,31.02,11.86861301,39.046879
36.86389384,31.02,11.05861301,38.946879
35.87389384,31.02,18.75861301,38.086879
36.38389384,31.11,18.99861301,38.086879
38.09389384,40.1,19.21861301,53.206879
39.80389384,49.01,38.40861301,53.856879
37.31389384,19.74,10.37861301,38.246879
34.74389384,0.29,1.588613014,1.196878995
37.80389384,0.31,7.148613014,1.186878995
38.86389384,3.24,30.25861301,1.186878995
38.70389384,0.3,30.25861301,1.186878995
38.73389384,0.31,30.25861301,1.186878995
39.25389384,9.08,30.57861301,1.186878995
38.70389384,3.24,12.85861301,1.186878995
41.82389384,41,42.29861301,38.336879
49.27389384,52.34,53.52861301,53.186879
51.26389384,54.92,56.10861301,57.146879
52.03389384,60.37,56.69861301,60.446879
54.27389384,61.71,60.96861301,62.616879
54.42389384,61.88,63.00861301,62.616879
49.83389384,60.16,56.68861301,57.026879
38.44389384,47.47,48.00861301,48.646879
33.46389384,43.02,44.82861301,47.056879
33.46389384,40.7,41.47861301,45.116879
32.38389384,37.18,33.79861301,42.046879
29.76389384,31.12,32.38861301,40.326879
32.34389384,43.57,42.93861301,43.986879
33.19389384,45.42,46.86861301,44.726879
37.31389384,47.58,50.02861301,50.786879
38.45389384,54.47,53.74861301,55.166879
38.48389384,52.95,53.52861301,50.786879
37.84389384,49.45,49.05861301,26.666879
37.84389384,39.42,46.86861301,1.266878995
40.01389384,29.05,44.85861301,1.186878995
40.35389384,15.76,47.12861301,1.186878995
40.53389384,15.88,46.82861301,1.186878995
41.05389384,37.34,47.72861301,1.186878995
42.56389384,44.05,53.39861301,7.146878995
43.13389384,47.76,51.78861301,40.326879
46.27389384,52.03,53.52861301,50.196879
48.72389384,54.85,54.48861301,54.846879
49.79389384,56.12,57.16861301,57.296879
52.43389384,57.49,58.45861301,58.066879
53.70389384,57.16,61.50861301,60.006879
50.20389384,56.12,55.74861301,58.066879
39.81389384,47.76,49.44861301,52.696879
34.83389384,46.24,49.12861301,48.376879
35.82389384,45.75,47.65861301,48.566879
34.72389384,45.42,47.35861301,47.256879
34.81389384,46.43,49.44861301,48.376879
37.99389384,47.5,51.44861301,49.096879
38.00389384,43.79,54.15861301,47.766879
39.32389384,52.23,54.24861301,52.686879
41.86389384,56.12,58.23861301,56.876879
42.43389384,56.11,58.06861301,54.836879
41.82389384,52.73,56.47861301,42.976879
42.07389384,49.36,54.11861301,14.306879
42.43389384,40.8,50.61861301,4.156878995
40.94389384,29.16,43.62861301,1.226878995
40.94389384,29.05,35.19861301,1.226878995
40.53389384,23.88,35.19861301,1.356878995
40.20389384,15.85,30.37861301,1.226878995
40.01389384,37.18,38.47861301,31.546879
40.53389384,49.74,49.63861301,51.386879
42.51389384,52.34,53.52861301,54.306879
43.78389384,50.15,44.67861301,55.066879
50.20389384,53.52,53.89861301,57.436879
51.04389384,54.58,50.76861301,58.516879
42.51389384,50.7,44.07861301,54.136879
39.36389384,42.8,38.00861301,53.266879
37.87389384,37.16,29.19861301,48.286879
34.77389384,35.98,32.31861301,46.436879
34.67389384,31.12,32.31861301,45.746879
34.64389384,31.12,32.31861301,45.116879
34.67389384,38.14,32.41861301,46.136879
38.50389384,41.46,38.47861301,46.676879
39.31389384,44.48,38.47861301,51.766879
39.59389384,37.17,32.41861301,50.786879
39.46389384,22.86,11.64861301,42.266879
32.93389384,0.28,1.558613014,1.186878995
24.67389384,0.28,1.538613014,1.186878995
24.19389384,0.26,1.538613014,1.186878995
21.62389384,0.25,1.538613014,1.186878995
18.79389384,0.25,1.538613014,1.186878995
18.60389384,0.25,1.498613014,1.186878995
24.22389384,0.25,1.468613014,1.186878995
33.58389384,0.28,1.538613014,1.186878995
38.62389384,31.02,20.42861301,38.086879
40.53389384,37.18,26.92861301,51.056879
41.27389384,37.18,32.31861301,51.396879
44.73389384,43.53,32.41861301,53.136879
48.21389384,45.78,38.47861301,55.756879
41.97389384,45.23,32.40861301,53.136879
39.98389384,38.04,32.30861301,51.056879
39.36389384,38.04,32.27861301,46.436879
39.36389384,38.04,32.29861301,46.436879
39.35389384,37.16,32.27861301,45.116879
39.11389384,31.02,30.94861301,43.476879
38.45389384,31.09,26.04861301,44.436879
38.00389384,31.11,22.39861301,45.386879
39.35389384,31.12,22.39861301,50.196879
38.48389384,31.11,23.53861301,45.786879
33.58389384,4.66,1.628613014,11.716879
24.67389384,0.26,1.468613014,1.186878995
18.77389384,0.24,1.448613014,1.186878995
1.533893836,0.24,1.488613014,1.186878995
1.153893836,0.24,1.498613014,1.186878995
1.503893836,0.24,1.538613014,1.186878995
2.673893836,0.26,1.548613014,1.186878995
19.39389384,0.28,1.538613014,1.186878995
33.46389384,0.28,1.578613014,1.186878995
39.85389384,17.17,4.818613014,38.086879
41.84389384,44.48,25.28861301,52.936879
43.21389384,49.45,38.47861301,55.376879
47.42389384,51.97,46.87861301,58.066879
48.72389384,53.52,51.44861301,58.066879
42.56389384,52.2,47.96861301,56.466879
39.61389384,45.34,32.41861301,53.136879
37.87389384,41.8,32.38861301,50.886879
37.16389384,39.06,32.40861301,49.056879
36.89389384,41.53,32.40861301,48.736879
36.89389384,38.85,24.19861301,47.266879
37.50389384,42.21,25.28861301,47.766879
37.57389384,46.32,43.40861301,49.636879
39.29389384,49.36,50.74861301,53.876879
42.56389384,54.85,55.38861301,55.926879
42.51389384,50.04,51.44861301,53.136879
37.92389384,3.24,5.058613014,4.146878995
40.01389384,3.26,15.29861301,1.186878995
41.16389384,0.3,16.99861301,1.186878995
40.73389384,0.28,12.88861301,1.186878995
40.73389384,0.28,10.22861301,1.186878995
41.84389384,0.28,12.87861301,1.186878995
42.14389384,0.36,12.80861301,1.206878995
43.78389384,38.28,39.85861301,43.986879
50.20389384,50.21,45.82861301,53.656879
51.49389384,54.7,54.81861301,59.736879
51.43389384,54.7,55.53861301,57.026879
52.53389384,53.82,56.15861301,60.236879
54.12389384,54.45,56.35861301,59.356879
48.72389384,53.16,54.83861301,54.446879
39.35389384,46.58,46.63861301,49.716879
34.77389384,40.91,38.46861301,45.026879
35.48389384,37.18,32.41861301,42.046879
36.37389384,36.65,31.10861301,42.366879
36.22389384,35.88,30.54861301,41.926879
35.24389384,34.52,30.58861301,41.856879
36.40389384,37.18,29.73861301,42.366879
38.45389384,40.22,40.66861301,47.226879
40.38389384,51.91,48.15861301,54.046879
41.66389384,52.85,41.51861301,54.426879
38.64389384,44.58,12.35861301,50.466879
39.51389384,37.16,30.25861301,38.086879
39.55389384,29.42,30.54861301,29.866879
40.15389384,39.42,45.83861301,29.866879
40.53389384,42.85,45.83861301,40.326879
40.90389384,47.38,48.07861301,48.906879
41.09389384,49.56,50.58861301,53.136879
42.61389384,53.22,55.23861301,55.806879
50.28389384,55.6,58.35861301,57.036879
51.51389384,60.4,58.45861301,65.406879
51.84389384,59.4,60.27861301,60.876879
52.61389384,58.96,59.81861301,60.876879
53.11389384,59.4,59.81861301,61.606879
48.89389384,55.56,58.23861301,56.176879
39.46389384,48.73,50.92861301,50.276879
33.50389384,41.56,46.63861301,46.996879
36.86389384,41.37,38.47861301,42.806879
38.00389384,45.34,41.32861301,46.246879
38.02389384,45.37,41.40861301,46.246879
38.00389384,45.34,41.83861301,46.246879
38.15389384,45.53,42.24861301,46.246879
39.74389384,52.78,41.45861301,54.246879
42.04389384,54.83,51.40861301,58.516879
42.04389384,53.24,54.52861301,56.976879
40.17389384,53.22,53.52861301,51.246879
40.50389384,48.43,49.69861301,32.266879
40.44389384,37.19,44.31861301,3.446878995
40.53389384,29.42,41.40861301,2.996878995
40.53389384,37.19,43.23861301,3.946878995
45.73389384,46.24,48.07861301,12.816879
46.32389384,52.23,51.59861301,45.176879
50.65389384,53.52,54.83861301,53.136879
51.88389384,55.85,55.94861301,55.166879
52.43389384,58.93,60.02861301,59.356879
52.43389384,57.6,58.66861301,59.036879
52.43389384,57.46,54.81861301,60.036879
52.32389384,53.76,56.13861301,55.756879
48.72389384,51.57,51.27861301,53.456879
39.25389384,46.58,40.29861301,48.566879
35.35389384,43.84,37.54861301,43.926879
35.19389384,42.07,37.30861301,43.006879
36.25389384,44.91,42.84861301,43.006879
35.80389384,42.07,38.46861301,41.056879
35.48389384,42.11,42.24861301,48.666879
35.71389384,42.27,38.28861301,46.246879
37.84389384,43.53,38.45861301,53.686879
38.44389384,46.49,38.47861301,54.426879
36.39389384,37.18,18.95861301,54.136879
38.44389384,48.23,38.47861301,48.666879
40.50389384,39.42,48.64861301,16.666879
41.66389384,29.33,40.51861301,3.406878995
40.88389384,15.76,30.71861301,1.206878995
40.01389384,6.16,30.36861301,1.196878995
41.09389384,5.37,17.05861301,1.206878995
42.66389384,23.99,25.28861301,6.016878995
44.24389384,54.52,53.52861301,54.726879
48.72389384,55.02,54.81861301,57.536879
51.24389384,58.39,59.30861301,60.306879
49.79389384,57.12,57.71861301,60.306879
52.48389384,58.45,58.28861301,61.986879
52.62389384,61.14,57.71861301,62.616879
48.72389384,55.27,54.71861301,55.916879
37.76389384,46.24,40.56861301,49.636879
32.34389384,37.18,27.66861301,42.466879
31.85389384,36.21,19.20861301,41.676879
32.43389384,37.19,24.70861301,43.516879
32.84389384,31.13,9.548613014,42.466879
32.95389384,36.29,8.068613014,43.236879
32.43389384,24.51,5.358613014,42.506879
36.81389384,37.18,6.668613014,53.136879
37.84389384,23.99,6.108613014,55.766879
37.23389384,8.27,2.978613014,53.756879
39.00389384,0.4,1.518613014,43.236879
39.41389384,0.29,1.518613014,30.656879
42.56389384,0.35,1.518613014,38.096879
41.05389384,0.28,1.508613014,16.666879
43.21389384,0.3,1.518613014,29.986879
41.27389384,3.25,1.568613014,38.086879
43.34389384,34.32,3.628613014,46.566879
50.28389384,43.09,19.16861301,50.156879
50.41389384,47.76,38.47861301,53.136879
51.64389384,48.73,38.50861301,55.296879
50.41389384,45.34,27.37861301,53.266879
52.35389384,45.94,40.83861301,52.686879
52.43389384,48.46,42.06861301,50.786879
48.72389384,44.7,37.84861301,49.216879
36.58389384,31.02,18.33861301,40.516879
32.84389384,30.98,11.62861301,38.946879
35.19389384,30.98,18.40861301,38.996879
35.35389384,30.99,22.37861301,39.036879
35.87389384,31.02,22.37861301,39.496879
36.75389384,37.18,32.38861301,46.236879
36.61389384,45.53,38.47861301,48.736879
37.83389384,38.88,35.03861301,53.756879
39.80389384,43.53,25.28861301,51.056879
38.70389384,15.27,8.108613014,38.086879
33.19389384,0.28,1.558613014,1.196878995
25.30389384,0.28,1.538613014,1.186878995
28.56389384,0.28,1.548613014,1.186878995
30.03389384,0.28,1.558613014,1.186878995
28.64389384,0.28,1.578613014,1.186878995
28.91389384,0.28,1.598613014,1.186878995
33.46389384,0.29,4.558613014,1.186878995
39.98389384,12.47,21.80861301,4.256878995
42.61389384,38.82,38.47861301,45.386879
45.25389384,51.65,41.61861301,55.756879
51.04389384,53,51.40861301,60.546879
51.90389384,57.16,55.94861301,62.616879
52.52389384,61.71,59.29861301,63.196879
45.45389384,56.2,57.23861301,57.016879
39.79389384,54.85,53.32861301,54.256879
38.70389384,52.54,51.03861301,53.526879
38.49389384,52.62,48.69861301,58.736879
38.62389384,54.09,47.00861301,57.036879
38.50389384,52.23,46.82861301,57.146879
40.20389384,51.91,47.12861301,55.716879
39.79389384,49.88,47.00861301,52.686879
40.15389384,52.78,52.76861301,55.426879
39.56389384,51.89,49.72861301,53.686879
37.87389384,37.43,38.47861301,38.086879
32.43389384,1.46,7.458613014,1.186878995
24.22389384,0.28,1.618613014,1.186878995
25.41389384,0.28,1.588613014,1.186878995
25.60389384,0.28,1.588613014,1.186878995
26.48389384,0.28,1.588613014,1.186878995
28.34389384,0.28,2.758613014,1.186878995
34.77389384,4.21,9.298613014,1.186878995
40.36389384,23.88,24.77861301,21.066879
42.56389384,48.9,38.67861301,51.026879
49.09389384,53.52,53.88861301,58.066879
49.65389384,57.16,54.81861301,62.616879
48.78389384,59.4,56.85861301,62.616879
52.62389384,61.89,58.66861301,64.336879
45.45389384,56.42,57.49861301,60.876879
39.20389384,52.56,51.44861301,54.256879
35.82389384,47.83,46.63861301,53.446879
36.93389384,41.67,39.43861301,50.196879
36.75389384,49.49,46.61861301,50.796879
36.44389384,48.43,45.96861301,50.276879
36.32389384,43.78,32.41861301,49.516879
35.86389384,41.17,32.93861301,49.436879
38.20389384,45.93,44.95861301,49.616879
40.58389384,49.25,49.37861301,49.516879
40.36389384,43.66,45.19861301,45.766879
38.08389384,31.13,37.15861301,30.266879
38.20389384,29.22,32.31861301,14.326879
37.59389384,29.16,32.30861301,12.936879
37.14389384,29.15,32.28861301,12.866879
37.39389384,31.02,32.31861301,30.056879
45.65389384,33.26,38.47861301,31.926879
46.23389384,41.67,45.96861301,39.566879
49.58389384,49.48,48.26861301,49.126879
50.57389384,50.76,51.99861301,51.976879
50.99389384,51.26,52.42861301,52.466879
51.26389384,51.26,52.40861301,55.106879
52.63389384,54.23,53.08861301,58.116879
52.63389384,53.74,52.29861301,58.116879
45.86389384,50.66,49.31861301,51.606879
33.97389384,43.92,38.48861301,47.716879
32.56389384,38,28.21861301,42.096879
34.36389384,37.18,26.61861301,41.046879
35.66389384,38,27.30861301,41.486879
35.34389384,36.25,26.61861301,40.976879
34.57389384,37.51,24.53861301,41.046879
34.33389384,37.18,24.53861301,41.536879
35.66389384,38,26.84861301,44.726879
37.77389384,37.18,26.66861301,48.856879
37.80389384,26.46,24.61861301,37.206879
37.01389384,23.29,24.56861301,22.836879
36.75389384,21.92,23.16861301,12.796879
38.20389384,21.92,24.56861301,19.416879
37.70389384,21.78,23.16861301,4.806878995
37.42389384,21.78,23.16861301,7.026878995
37.77389384,21.78,23.02861301,18.886879
37.70389384,21.75,13.12861301,22.756879
37.70389384,21.92,6.758613014,31.426879
43.35389384,26.93,24.53861301,39.166879
45.67389384,41,32.30861301,50.646879
46.77389384,44.67,32.40861301,51.576879
52.09389384,50.67,45.04861301,55.106879
52.41389384,52.29,49.15861301,57.766879
50.53389384,50.72,47.55861301,52.166879
35.82389384,31.11,13.46861301,46.896879
33.52389384,31.01,1.528613014,41.486879
35.66389384,31.02,2.408613014,43.296879
35.25389384,31.02,3.678613014,46.486879
35.00389384,31.02,1.528613014,45.576879
34.10389384,31.02,1.528613014,45.366879
34.21389384,31.02,1.528613014,44.386879
35.84389384,31.12,2.738613014,48.896879
38.89389384,37.41,6.408613014,51.546879
38.89389384,5.2,1.588613014,45.576879
37.89389384,0.29,1.558613014,4.166878995
38.02389384,1.26,1.568613014,6.016878995
39.66389384,1.26,1.558613014,1.456878995
38.25389384,1.04,1.538613014,1.236878995
38.27389384,1.04,1.558613014,1.226878995
38.64389384,3.88,3.748613014,4.646878995
38.64389384,5,3.758613014,9.216878995
43.77389384,26.99,27.69861301,43.116879
48.23389384,44.5,34.54861301,49.086879
51.26389384,48.16,43.20861301,52.166879
51.22389384,50.7,47.89861301,52.116879
53.16389384,51.21,49.03861301,52.166879
53.32389384,51.39,49.82861301,52.256879
50.98389384,49.74,46.72861301,51.866879
34.95389384,38.04,27.71861301,44.806879
32.57389384,37.17,32.27861301,40.296879
34.82389384,38.04,32.27861301,46.296879
33.76389384,37.18,32.27861301,43.706879
33.68389384,37.18,32.27861301,43.706879
33.53389384,38.04,32.27861301,45.366879
32.91389384,38.04,32.29861301,45.576879
35.66389384,31.02,22.37861301,45.576879
37.70389384,31.16,18.04861301,48.816879
37.73389384,19.32,4.968613014,33.046879
36.87389384,0.29,1.558613014,1.196878995
37.40389384,0.3,8.998613014,1.196878995
37.18389384,0.29,8.978613014,1.196878995
37.40389384,0.29,8.988613014,1.196878995
37.62389384,0.32,9.908613014,1.196878995
37.70389384,2.5,9.268613014,1.206878995
37.73389384,3.9,9.278613014,3.416878995
38.26389384,29.73,15.26861301,30.176879
42.56389384,45.34,40.71861301,49.376879
50.97389384,50.76,45.15861301,52.626879
52.63389384,51.13,41.28861301,53.266879
52.82389384,51.48,44.65861301,54.606879
52.97389384,53.36,49.21861301,55.686879
51.68389384,51.97,49.30861301,54.646879
